=========================Vanilla++ Admin Tools Session Logs=========================
Logs Started: 2025-5-31_0-13-5
====================================================================================
0:13:5 | [PermissionManager] Perm (DeleteObjectAtCrosshair) has been registered!
0:13:5 | [PermissionManager] Perm (PlayerManager:KillPlayers) has been registered!
0:13:5 | [PermissionManager] Perm (PlayerManager:GodMode) has been registered!
0:13:5 | [PermissionManager] Perm (PlayerManager:SpectatePlayer) has been registered!
0:13:5 | [PermissionManager] Perm (PlayerManager:TeleportToPlayer) has been registered!
0:13:5 | [PermissionManager] Perm (PlayerManager:TeleportPlayerTo) has been registered!
0:13:5 | [PermissionManager] Perm (PlayerManager:SetPlayerInvisible) has been registered!
0:13:5 | [PermissionManager] Perm (PlayerManager:SendMessage) has been registered!
0:13:5 | [PermissionManager] Perm (PlayerManager:GiveUnlimitedAmmo) has been registered!
0:13:5 | [PermissionManager] Perm (PlayerManager:MakePlayerVomit) has been registered!
0:13:5 | [PermissionManager] Perm (PlayerManager:FreezePlayers) has been registered!
0:13:5 | [PermissionManager] Perm (PlayerManager:ChangeScale) has been registered!
0:13:5 | [PermissionManager] Perm (MenuBansManager) has been registered!
0:13:5 | [PermissionManager] Perm (BansManager:UnbanPlayer) has been registered!
0:13:5 | [PermissionManager] Perm (BansManager:UpdateBanDuration) has been registered!
0:13:5 | [PermissionManager] Perm (BansManager:UpdateBanReason) has been registered!
0:13:5 | [PermissionManager] Perm (MenuWebHooks) has been registered!
0:13:5 | [PermissionManager] Perm (MenuWebHooks:Create) has been registered!
0:13:5 | [PermissionManager] Perm (MenuWebHooks:Edit) has been registered!
0:13:5 | [PermissionManager] Perm (MenuWebHooks:Delete) has been registered!
0:13:5 | [PermissionManager] Perm (MenuTeleportManager) has been registered!
0:13:5 | [PermissionManager] Perm (TeleportManager:ViewPlayerPositions) has been registered!
0:13:5 | [PermissionManager] Perm (TeleportManager:TPPlayers) has been registered!
0:13:5 | [PermissionManager] Perm (TeleportManager:TPSelf) has been registered!
0:13:5 | [PermissionManager] Perm (TeleportManager:DeletePreset) has been registered!
0:13:5 | [PermissionManager] Perm (TeleportManager:AddNewPreset) has been registered!
0:13:5 | [PermissionManager] Perm (TeleportManager:EditPreset) has been registered!
0:13:5 | [PermissionManager] Perm (TeleportManager:TeleportEntity) has been registered!
0:13:5 | [PermissionManager] Perm (EspToolsMenu) has been registered!
0:13:5 | [PermissionManager] Perm (EspToolsMenu:DeleteObjects) has been registered!
0:13:5 | [PermissionManager] Perm (EspToolsMenu:PlayerESP) has been registered!
0:13:5 | [PermissionManager] Perm (EspToolsMenu:RestPasscodeFence) has been registered!
0:13:5 | [PermissionManager] Perm (EspToolsMenu:RetriveCodeFromObj) has been registered!
0:13:5 | [PermissionManager] Perm (EspToolsMenu:PlayerMeshEsp) has been registered!
0:13:5 | [PermissionManager] Perm (EspToolsMenu:InstantBaseBuild) has been registered!
0:13:5 | [PermissionManager] Perm (MenuXMLEditor) has been registered!
0:13:5 | [PermissionManager] Perm (MenuCommandsConsole) has been registered!
0:13:5 | [PermissionManager] Perm (TerjePlayerManager) has been registered!
0:13:5 | [PermissionManager] Adding Super Admin (76561198413928129)
0:13:5 | [PermissionManager] Adding Super Admin (76561198061747392)
0:13:5 | [PermissionManager] Loaded UserGroups.json
0:13:5 | [BansManager]:: Load(): Loading ban list Json File $profile:VPPAdminTools/BanList.json
0:13:5 | [PermissionManager] Perm (Chat:StripPlayer) has been registered!
0:13:5 | [PermissionManager] Perm (Chat:KillPlayer) has been registered!
0:13:5 | [PermissionManager] Perm (Chat:HealPlayer) has been registered!
0:13:5 | [PermissionManager] Perm (Chat:BringPlayer) has been registered!
0:13:5 | [PermissionManager] Perm (Chat:ReturnPlayer) has been registered!
0:13:5 | [PermissionManager] Perm (Chat:GotoPlayer) has been registered!
0:13:5 | [PermissionManager] Perm (Chat:UnbanPlayer) has been registered!
0:13:5 | [PermissionManager] Perm (Chat:TeleportToTown) has been registered!
0:13:5 | [PermissionManager] Perm (Chat:TeleportToPoint) has been registered!
0:13:5 | [PermissionManager] Perm (Chat:GiveAmmo) has been registered!
0:13:5 | [PermissionManager] Perm (Chat:SpawnInventory) has been registered!
0:13:5 | [PermissionManager] Perm (Chat:SpawnOnGround) has been registered!
0:13:5 | [PermissionManager] Perm (Chat:SpawnInHands) has been registered!
0:13:5 | [PermissionManager] Perm (Chat:SpawnCar) has been registered!
0:13:5 | [PermissionManager] Perm (Chat:refuelCar) has been registered!
0:13:5 | [WeatherManager] Loading Json File $profile:VPPAdminTools/ConfigurablePlugins/WeatherManager/WeatherSettingsPresets.json
0:13:5 | [TimeManager] Loading Json File $profile:VPPAdminTools/ConfigurablePlugins/TimeManager/TimeSettingsPresets.json
0:13:5 | Building Sets Loaded: 1
0:13:5 | [SteamAPIManager] ERROR No steam API key configured, and or key is invalid.
1:59:7 | Player "Kyrie" (steamId=76561198892824085) connected to server!
4:50:58 | Player "JammingCheetah" (steamId=76561198858212502) connected to server!
4:59:46 | Player "JammingCheetah" (steamId=76561198858212502) initiated disconnect process...
4:59:47 | Player "JammingCheetah" (steamId=76561198858212502) disconnected early from server (EXIT NOW).
4:59:49 | Player "JammingCheetah" (steamId=76561198858212502) disconnected from server.
5:1:49 | Player "Kyrie" (steamId=76561198892824085) initiated disconnect process...
5:1:51 | Player "Kyrie" (steamId=76561198892824085) disconnected early from server (EXIT NOW).
5:1:52 | Player "Kyrie" (steamId=76561198892824085) disconnected from server.
5:51:14 | Player "Kyrie" (steamId=76561198892824085) connected to server!
5:53:34 | Player "Kyrie" (steamId=76561198892824085) initiated disconnect process...
5:53:37 | Player "Kyrie" (steamId=76561198892824085) disconnected from server.
5:55:18 | Player "Kyrie" (steamId=76561198892824085) connected to server!
6:52:12 | Player "Kyrie" (steamId=76561198892824085) initiated disconnect process...
6:52:13 | Player "Kyrie" (steamId=76561198892824085) disconnected early from server (EXIT NOW).
6:52:15 | Player "Kyrie" (steamId=76561198892824085) disconnected from server.
7:45:52 | Player "Mick" (steamId=76561198061747392) connected to server!
7:52:1 | Player "Kyrie" (steamId=76561198892824085) connected to server!
8:47:42 | Player "Mick" (steamId=76561198061747392) initiated disconnect process...
8:47:45 | Player "Mick" (steamId=76561198061747392) disconnected from server.
9:37:57 | Player "Mick" (steamId=76561198061747392) connected to server!
9:44:27 | Player "Kyrie" (steamId=76561198892824085) initiated disconnect process...
9:44:30 | Player "Kyrie" (steamId=76561198892824085) disconnected from server.
9:49:52 | Player "Mick" (steamId=76561198061747392) initiated disconnect process...
9:49:55 | Player "Mick" (steamId=76561198061747392) disconnected from server.
10:32:22 | Player "Kyrie" (steamId=76561198892824085) connected to server!
11:20:16 | Player "Kyrie" (steamId=76561198892824085) initiated disconnect process...
11:20:18 | Player "Kyrie" (steamId=76561198892824085) disconnected early from server (EXIT NOW).
11:20:19 | Player "Kyrie" (steamId=76561198892824085) disconnected from server.
11:56:50 | Player "Kyrie" (steamId=76561198892824085) connected to server!
12:10:52 | Player "Kyrie" (steamId=76561198892824085) initiated disconnect process...
