=========================Vanilla++ Admin Tools Session Logs=========================
Logs Started: 2025-9-11_2-55-7
====================================================================================
2:55:7 | [PermissionManager] Perm (DeleteObjectAtCrosshair) has been registered!
2:55:7 | [PermissionManager] Perm (MenuBansManager) has been registered!
2:55:7 | [PermissionManager] Perm (BansManager:UnbanPlayer) has been registered!
2:55:7 | [PermissionManager] Perm (BansManager:UpdateBanDuration) has been registered!
2:55:7 | [PermissionManager] Perm (BansManager:UpdateBanReason) has been registered!
2:55:7 | [PermissionManager] Perm (MenuWebHooks) has been registered!
2:55:7 | [PermissionManager] Perm (MenuWebHooks:Create) has been registered!
2:55:7 | [PermissionManager] Perm (MenuWebHooks:Edit) has been registered!
2:55:7 | [PermissionManager] Perm (MenuWebHooks:Delete) has been registered!
2:55:7 | [PermissionManager] Perm (MenuTeleportManager) has been registered!
2:55:7 | [PermissionManager] Perm (TeleportManager:ViewPlayerPositions) has been registered!
2:55:7 | [PermissionManager] Perm (TeleportManager:TPPlayers) has been registered!
2:55:7 | [PermissionManager] Perm (TeleportManager:TPSelf) has been registered!
2:55:7 | [PermissionManager] Perm (TeleportManager:DeletePreset) has been registered!
2:55:7 | [PermissionManager] Perm (TeleportManager:AddNewPreset) has been registered!
2:55:7 | [PermissionManager] Perm (TeleportManager:EditPreset) has been registered!
2:55:7 | [PermissionManager] Perm (TeleportManager:TeleportEntity) has been registered!
2:55:7 | [PermissionManager] Perm (EspToolsMenu) has been registered!
2:55:7 | [PermissionManager] Perm (EspToolsMenu:DeleteObjects) has been registered!
2:55:7 | [PermissionManager] Perm (EspToolsMenu:PlayerESP) has been registered!
2:55:7 | [PermissionManager] Perm (EspToolsMenu:RestPasscodeFence) has been registered!
2:55:7 | [PermissionManager] Perm (EspToolsMenu:RetriveCodeFromObj) has been registered!
2:55:7 | [PermissionManager] Perm (EspToolsMenu:PlayerMeshEsp) has been registered!
2:55:7 | [PermissionManager] Perm (EspToolsMenu:InstantBaseBuild) has been registered!
2:55:7 | [PermissionManager] Perm (MenuXMLEditor) has been registered!
2:55:7 | [PermissionManager] Perm (MenuCommandsConsole) has been registered!
2:55:8 | [PermissionManager] Perm (TerjePlayerManager) has been registered!
2:55:8 | [PermissionManager] Adding Super Admin (76561198413928129)
2:55:8 | [PermissionManager] Adding Super Admin (76561198061747392)
2:55:8 | [PermissionManager] Adding Super Admin (76561198065207038)
2:55:8 | [PermissionManager] Loaded UserGroups.json
2:55:8 | [BansManager]:: Load(): Loading ban list Json File $profile:VPPAdminTools/BanList.json
2:55:8 | [PermissionManager] Perm (Chat:StripPlayer) has been registered!
2:55:8 | [PermissionManager] Perm (Chat:KillPlayer) has been registered!
2:55:8 | [PermissionManager] Perm (Chat:HealPlayer) has been registered!
2:55:8 | [PermissionManager] Perm (Chat:BringPlayer) has been registered!
2:55:8 | [PermissionManager] Perm (Chat:ReturnPlayer) has been registered!
2:55:8 | [PermissionManager] Perm (Chat:GotoPlayer) has been registered!
2:55:8 | [PermissionManager] Perm (Chat:UnbanPlayer) has been registered!
2:55:8 | [PermissionManager] Perm (Chat:TeleportToTown) has been registered!
2:55:8 | [PermissionManager] Perm (Chat:TeleportToPoint) has been registered!
2:55:8 | [PermissionManager] Perm (Chat:GiveAmmo) has been registered!
2:55:8 | [PermissionManager] Perm (Chat:SpawnInventory) has been registered!
2:55:8 | [PermissionManager] Perm (Chat:SpawnOnGround) has been registered!
2:55:8 | [PermissionManager] Perm (Chat:SpawnInHands) has been registered!
2:55:8 | [PermissionManager] Perm (Chat:SpawnCar) has been registered!
2:55:8 | [PermissionManager] Perm (Chat:refuelCar) has been registered!
2:55:8 | [WeatherManager] Loading Json File $profile:VPPAdminTools/ConfigurablePlugins/WeatherManager/WeatherSettingsPresets.json
2:55:8 | [TimeManager] Loading Json File $profile:VPPAdminTools/ConfigurablePlugins/TimeManager/TimeSettingsPresets.json
2:55:8 | Building Sets Loaded: 1
2:55:8 | [SteamAPIManager] WARNING couldn't fetch server IP from configs; using cURL...
2:55:8 | [SteamAPIManager] ERROR No steam API key configured, and or key is invalid.
2:58:9 | Player "Pengowski" (steamId=76561198413928129) connected to server!
2:58:17 | "Pengowski" (steamid=76561198413928129) toggled godmode
2:58:26 | "Pengowski" (steamid=76561198413928129) Spawned Item: (R12)
2:58:32 | "Pengowski" (steamid=76561198413928129) Spawned Item: (Screwdriver)
2:58:32 | "Pengowski" (steamid=76561198413928129) Spawned Item: (Screwdriver)
2:58:32 | "Pengowski" (steamid=76561198413928129) Spawned Item: (Screwdriver)
2:58:32 | "Pengowski" (steamid=76561198413928129) Spawned Item: (Screwdriver)
2:58:32 | "Pengowski" (steamid=76561198413928129) Spawned Item: (Screwdriver)
2:58:33 | "Pengowski" (steamid=76561198413928129) Spawned Item: (Screwdriver)
2:58:33 | "Pengowski" (steamid=76561198413928129) Spawned Item: (Screwdriver)
2:58:33 | "Pengowski" (steamid=76561198413928129) Spawned Item: (Screwdriver)
2:59:6 | "Pengowski" (steamid=76561198413928129) Spawned Item: (R12)
2:59:6 | "Pengowski" (steamid=76561198413928129) Spawned Item: (R12)
2:59:6 | "Pengowski" (steamid=76561198413928129) Spawned Item: (R12)
2:59:6 | "Pengowski" (steamid=76561198413928129) Spawned Item: (R12)
2:59:6 | "Pengowski" (steamid=76561198413928129) Spawned Item: (R12)
2:59:56 | "Pengowski" (steamid=76561198413928129) Spawned Item: (jmc_Prototype_Optic_Red)
3:0:4 | "Pengowski" (steamid=76561198413928129) Spawned Item: (jmc_Prototype_Red)
3:2:1 | "Pengowski" (steamid=76561198413928129) Spawned Item: (Loftd_patch_wild)
3:2:1 | "Pengowski" (steamid=76561198413928129) Spawned Item: (Loftd_patch_wild)
3:2:1 | "Pengowski" (steamid=76561198413928129) Spawned Item: (Loftd_patch_wild)
3:2:26 | "Pengowski" (steamid=76561198413928129) Spawned Item: (Loftd_WILD_jacket)
3:2:26 | "Pengowski" (steamid=76561198413928129) Spawned Item: (Loftd_WILD_pants)
3:3:18 | "Pengowski" (steamid=76561198413928129) Spawned Item: (Loftd_militarysetvest)
3:3:18 | "Pengowski" (steamid=76561198413928129) Spawned Item: (Loftd_militarysetvest)
3:3:21 | "Pengowski" (steamid=76561198413928129) Spawned Item: (Loftd_militarysetvest_black)
3:4:23 | "Pengowski" (steamid=76561198413928129) Spawned Item: (Loftd_Ironsightwindbreaker_zulugr)
3:4:54 | "Pengowski" (steamid=76561198413928129) Spawned Item: (Loftd_IronsightHat_zulu)
3:4:55 | "Pengowski" (steamid=76561198413928129) Spawned Item: (Loftd_Ironsightwindbreaker_zulugr)
3:5:41 | "Pengowski" (steamid=76561198413928129) Spawned Item: (FOG_Cronen_Shirt_Black)
3:5:42 | "Pengowski" (steamid=76561198413928129) Spawned Item: (FOG_Cronen_Shirt_RG)
3:7:37 | "Pengowski" (steamid=76561198413928129) Spawned Item: (FOG_511_Shirt_Flanel_Black)
3:8:28 | "Pengowski" (steamid=76561198413928129) Spawned Item: (FOG_Tshirt_Black)
3:9:16 | "Pengowski" (steamid=76561198413928129) Spawned Item: (FOG_UFJ_Shirt_MC)
3:9:24 | "Pengowski" (steamid=76561198413928129) Spawned Item: (FOG_Tshirt_White_Star)
3:9:37 | "Pengowski" (steamid=76561198413928129) Spawned Item: (FOG_Tshirt_Black_FOG1)
3:9:45 | "Pengowski" (steamid=76561198413928129) Spawned Item: (FOG_Tshirt_Tan_FOG_Reaper)
3:14:14 | "Pengowski" (steamid=76561198413928129) Spawned Item: (OMKPants_Navy)
3:14:48 | "Pengowski" (steamid=76561198413928129) Spawned Item: (FOG_UFP_Pants_6CD)
3:14:55 | "Pengowski" (steamid=76561198413928129) Spawned Item: (Loftd_jeanspants2)
3:15:27 | "Pengowski" (steamid=76561198413928129) Spawned Item: (Bp_CyberPants_white)
3:15:32 | "Pengowski" (steamid=76561198413928129) Spawned Item: (BP2_CargoPants_GreenBlack)
3:15:37 | "Pengowski" (steamid=76561198413928129) Spawned Item: (BP2_CargoPants_Banditpants4)
3:16:4 | "Pengowski" (steamid=76561198413928129) Spawned Item: (Legging_Shorts_Black)
3:16:24 | "Pengowski" (steamid=76561198413928129) Spawned Item: (Loftd_cargoshorts_black)
3:16:24 | "Pengowski" (steamid=76561198413928129) Spawned Item: (Loftd_cargoshorts_green)
3:16:34 | "Pengowski" (steamid=76561198413928129) Spawned Item: (FOG_FieldShorts_AOR2)
3:16:45 | "Pengowski" (steamid=76561198413928129) Spawned Item: (ShortJeans_Darkblue)
3:16:57 | "Pengowski" (steamid=76561198413928129) Spawned Item: (ShortJeans_Black)
3:17:55 | "Pengowski" (steamid=76561198413928129) Spawned Item: (Loftd_Leggings)
3:17:56 | "Pengowski" (steamid=76561198413928129) Spawned Item: (Loftd_Leggings2)
3:18:22 | "Pengowski" (steamid=76561198413928129) Spawned Item: (TTSKOPants)
3:18:34 | "Pengowski" (steamid=76561198413928129) Spawned Item: (CargoPants_Beige)
3:18:35 | "Pengowski" (steamid=76561198413928129) Spawned Item: (CargoPants_Black)
3:18:35 | "Pengowski" (steamid=76561198413928129) Spawned Item: (CargoPants_Blue)
3:18:36 | "Pengowski" (steamid=76561198413928129) Spawned Item: (CargoPants_Green)
3:18:36 | "Pengowski" (steamid=76561198413928129) Spawned Item: (CargoPants_Grey)
3:19:4 | "Pengowski" (steamid=76561198413928129) Spawned Item: (ShortJeans_Black)
3:19:5 | "Pengowski" (steamid=76561198413928129) Spawned Item: (ShortJeans_Blue)
3:19:5 | "Pengowski" (steamid=76561198413928129) Spawned Item: (ShortJeans_Brown)
3:19:6 | "Pengowski" (steamid=76561198413928129) Spawned Item: (ShortJeans_Darkblue)
3:19:7 | "Pengowski" (steamid=76561198413928129) Spawned Item: (ShortJeans_Green)
3:19:7 | "Pengowski" (steamid=76561198413928129) Spawned Item: (ShortJeans_Red)
3:20:23 | "Pengowski" (steamid=76561198413928129) Spawned Item: (FOG_XAForces_Shoes_Tan)
3:21:4 | "Pengowski" (steamid=76561198413928129) Spawned Item: (High_Knee_Sneakers_Black)
3:21:30 | "Pengowski" (steamid=76561198413928129) Spawned Item: (BP2_AthleticShoes_White)
3:21:31 | "Pengowski" (steamid=76561198413928129) Spawned Item: (BP2_AthleticShoes_Green)
3:21:32 | "Pengowski" (steamid=76561198413928129) Spawned Item: (BP2_AthleticShoes_Brown)
3:22:20 | "Pengowski" (steamid=76561198413928129) Spawned Item: (BP_Slippers)
3:22:21 | "Pengowski" (steamid=76561198413928129) Spawned Item: (BP_Slippers_Damage)
3:23:0 | "Pengowski" (steamid=76561198413928129) Spawned Item: (BP2_AthleticShoes_Brown)
3:23:0 | "Pengowski" (steamid=76561198413928129) Spawned Item: (BP2_AthleticShoes_Green)
3:23:1 | "Pengowski" (steamid=76561198413928129) Spawned Item: (BP2_AthleticShoes_White)
3:24:57 | "Pengowski" (steamid=76561198413928129) Spawned Item: (BaseballCap_Blue)
3:24:58 | "Pengowski" (steamid=76561198413928129) Spawned Item: (BaseballCap_Beige)
3:24:58 | "Pengowski" (steamid=76561198413928129) Spawned Item: (BaseballCap_Black)
3:24:59 | "Pengowski" (steamid=76561198413928129) Spawned Item: (BaseballCap_Olive)
3:25:0 | "Pengowski" (steamid=76561198413928129) Spawned Item: (BaseballCap_Pink)
3:25:0 | "Pengowski" (steamid=76561198413928129) Spawned Item: (BaseballCap_Red)
3:25:1 | "Pengowski" (steamid=76561198413928129) Spawned Item: (BaseballCap_Camo)
3:25:2 | "Pengowski" (steamid=76561198413928129) Spawned Item: (BaseballCap_CMMG_Black)
3:25:4 | "Pengowski" (steamid=76561198413928129) Spawned Item: (BaseballCap_CMMG_Pink)
3:25:26 | "Pengowski" (steamid=76561198413928129) Spawned Item: (Loftd_wdcap)
3:25:29 | "Pengowski" (steamid=76561198413928129) Spawned Item: (STAG_Clothing_Cap)
3:25:32 | "Pengowski" (steamid=76561198413928129) Spawned Item: (RCl_BaseballCap_WD)
3:29:14 | "Pengowski" (steamid=76561198413928129) Spawned Item: (Land_molokovoz)
3:29:16 | "Pengowski" (steamid=76561198413928129) teleported to crosshair (pos=<3309.418457, 56.745285, 3071.908691>)
3:30:20 | Player "Pengowski" (steamId=76561198413928129) initiated disconnect process...
3:30:21 | Player "Pengowski" (steamId=76561198413928129) disconnected from server.
